T-1 Q0 8plec8t4 1 -7.07202003 galago
T-1 Q0 o3in3rdo 2 -7.12886774 galago
T-1 Q0 44ncumdx 3 -7.13815968 galago
T-1 Q0 3zewwnga 4 -7.14676867 galago
T-1 Q0 w80bofno 5 -7.18414396 galago
T-1 Q0 cx3ex9ru 6 -7.20463626 galago
T-1 Q0 pauzgepm 7 -7.22280161 galago
T-1 Q0 lrbi5198 8 -7.22561019 galago
T-1 Q0 4owsb0bg 9 -7.23681835 galago
T-1 Q0 7an50vr9 10 -7.23973069 galago
T-1 Q0 uiyig136 11 -7.24070144 galago
T-1 Q0 ajyrz0cw 12 -7.24187698 galago
T-1 Q0 1c84pbj6 13 -7.24710220 galago
T-1 Q0 hgau3922 14 -7.24864553 galago
T-1 Q0 ymd5zt37 15 -7.24960975 galago
T-1 Q0 leg982aq 16 -7.25144115 galago
T-1 Q0 nmyyt51x 17 -7.26322518 galago
T-1 Q0 umz2v0ka 18 -7.26918346 galago
T-1 Q0 ls20a2ve 19 -7.27020251 galago
T-1 Q0 6h34gp3x 20 -7.27170681 galago
T-1 Q0 w8feka6n 21 -7.27170681 galago
T-1 Q0 rb8n4vpe 22 -7.27269627 galago
T-1 Q0 0y7w3n4a 23 -7.27449383 galago
T-1 Q0 butuv3n1 24 -7.27590488 galago
T-1 Q0 4h6yj273 25 -7.27590488 galago
T-1 Q0 j985e544 26 -7.27740052 galago
T-1 Q0 7ixpqd5n 27 -7.28007489 galago
T-1 Q0 p3qpefio 28 -7.28578692 galago
T-1 Q0 dghhp7xh 29 -7.28796162 galago
T-1 Q0 aolgd9h6 30 -7.29062213 galago
T-1 Q0 m8cb1hc4 31 -7.29241970 galago
T-1 Q0 5mmqqgyl 32 -7.30197813 galago
T-1 Q0 mcywx9ol 33 -7.30356388 galago
T-1 Q0 bnl9i9oy 34 -7.30670789 galago
T-1 Q0 o06cn62o 35 -7.31384832 galago
T-1 Q0 u4di2tk7 36 -7.31410908 galago
T-1 Q0 8obgquj7 37 -7.31459582 galago
T-1 Q0 hb2aaa29 38 -7.31850204 galago
T-1 Q0 j1y42oxu 39 -7.32163598 galago
T-1 Q0 lagew5n9 40 -7.33918524 galago
T-1 Q0 7miabbsw 41 -7.34395029 galago
T-1 Q0 38r9vfaq 42 -7.34460826 galago
T-1 Q0 5wyay3vh 43 -7.34470827 galago
T-1 Q0 gd5btv69 44 -7.35093215 galago
T-1 Q0 c5be70t6 45 -7.35661613 galago
T-1 Q0 1i8mmal2 46 -7.37765594 galago
T-1 Q0 9hw6e9cz 47 -7.37914827 galago
T-1 Q0 uc37poce 48 -7.38205299 galago
T-1 Q0 mnn8cej9 49 -7.38662053 galago
T-1 Q0 a4282jtk 50 -7.39060857 galago
T-1 Q0 kln3t3ru 51 -7.39151112 galago
T-1 Q0 rlvk6bcx 52 -7.39536072 galago
T-1 Q0 m159iz5j 53 -7.39661655 galago
T-1 Q0 ljtzthy8 54 -7.40136387 galago
T-1 Q0 isqe8p2s 55 -7.40623889 galago
T-1 Q0 nm30wct0 56 -7.40709075 galago
T-1 Q0 ztojocjz 57 -7.40942090 galago
T-1 Q0 psjcbuhj 58 -7.41290092 galago
T-1 Q0 vmcy38wt 59 -7.41534426 galago
T-1 Q0 0rykdhqe 60 -7.42492770 galago
T-1 Q0 1rzcrkmt 61 -7.42553658 galago
T-1 Q0 7vnd2r1x 62 -7.42589845 galago
T-1 Q0 9rg9xe57 63 -7.42628499 galago
T-1 Q0 npt8i9bc 64 -7.43026337 galago
T-1 Q0 jtbcomd6 65 -7.43051033 galago
T-1 Q0 jsyao6qu 66 -7.43473754 galago
T-1 Q0 yep6sjhj 67 -7.43837750 galago
T-1 Q0 c97myb3u 68 -7.44389889 galago
T-1 Q0 r2mwzzaw 69 -7.44462764 galago
T-1 Q0 is20odaq 70 -7.44784913 galago
T-1 Q0 ipdyywbx 71 -7.44830135 galago
T-1 Q0 80e9anz1 72 -7.45087583 galago
T-1 Q0 atcpxfs4 73 -7.45179603 galago
T-1 Q0 1zu3kquc 74 -7.45581227 galago
T-1 Q0 vpih1wvs 75 -7.45588614 galago
T-1 Q0 fzy0xypm 76 -7.45979130 galago
T-1 Q0 3fppzwa2 77 -7.46248465 galago
T-1 Q0 g7pigmgc 78 -7.46787492 galago
T-1 Q0 ybd8hi8y 79 -7.46826753 galago
T-1 Q0 wrbwor46 80 -7.47186740 galago
T-1 Q0 dnv2xl0h 81 -7.47347913 galago
T-1 Q0 x88vw3ga 82 -7.47453945 galago
T-1 Q0 nm4dx5pq 83 -7.47700573 galago
T-1 Q0 nq3ptr49 84 -7.47884281 galago
T-1 Q0 salby0fu 85 -7.48272028 galago
T-1 Q0 kouztmst 86 -7.48597812 galago
T-1 Q0 oobbdgzh 87 -7.48668554 galago
T-1 Q0 nadzy6lm 88 -7.48760579 galago
T-1 Q0 69wfx3s0 89 -7.48906641 galago
T-1 Q0 dao241jh 90 -7.49349705 galago
T-1 Q0 mccanjfs 91 -7.49466168 galago
T-1 Q0 vhxuvrk7 92 -7.49511731 galago
T-1 Q0 lovqsclb 93 -7.50315837 galago
T-1 Q0 oiat9mq9 94 -7.50333721 galago
T-1 Q0 fvzkxetl 95 -7.51313384 galago
T-1 Q0 i03fyaz8 96 -7.51543475 galago
T-1 Q0 gilpb3oy 97 -7.52264336 galago
T-1 Q0 fce2kdzw 98 -7.52409624 galago
T-1 Q0 rvg5elrc 99 -7.52646442 galago
T-1 Q0 udn2t8il 100 -7.52680738 galago
T-1 Q0 qvaakk1b 101 -7.52990494 galago
T-1 Q0 6q8afty7 102 -7.53185565 galago
T-1 Q0 lk4mhlv3 103 -7.53954355 galago
T-1 Q0 3iw7xl2j 104 -7.54163285 galago
T-1 Q0 qylpzgfu 105 -7.54445023 galago
T-1 Q0 cp6tomfw 106 -7.54865032 galago
T-1 Q0 0qngogui 107 -7.54869545 galago
T-1 Q0 du42ho11 108 -7.54958846 galago
T-1 Q0 vy1mu04l 109 -7.54974158 galago
T-1 Q0 h6m1otvt 110 -7.55056245 galago
T-1 Q0 za2rbos2 111 -7.55086469 galago
T-1 Q0 kkh04kv8 112 -7.55248652 galago
T-1 Q0 4h73lukj 113 -7.55466162 galago
T-1 Q0 drj3al9t 114 -7.55628719 galago
T-1 Q0 1w0hvptf 115 -7.55860978 galago
T-1 Q0 6g1qxz9i 116 -7.56080745 galago
T-1 Q0 ey9kc7zj 117 -7.56152762 galago
T-1 Q0 3sxj1px2 118 -7.56161841 galago
T-1 Q0 2sqlqh5z 119 -7.56183086 galago
T-1 Q0 mc93mope 120 -7.56364828 galago
T-1 Q0 8axi74nn 121 -7.56395765 galago
T-1 Q0 qjnmcaky 122 -7.56614792 galago
T-1 Q0 ri7wfzyn 123 -7.56693452 galago
T-1 Q0 l7nra4cq 124 -7.56825930 galago
T-1 Q0 9psmkf55 125 -7.57489918 galago
T-1 Q0 ueqlhgn0 126 -7.57623890 galago
T-1 Q0 mr851682 127 -7.57704284 galago
T-1 Q0 ycxyn2a2 128 -7.57855814 galago
T-1 Q0 5y1qgjr8 129 -7.57928835 galago
T-1 Q0 3u68kcuk 130 -7.57939567 galago
T-1 Q0 4vtz5j4x 131 -7.58022880 galago
T-1 Q0 j74wnaef 132 -7.58025198 galago
T-1 Q0 szzr24ji 133 -7.58140097 galago
T-1 Q0 dbu93ufh 134 -7.58679508 galago
T-1 Q0 tdh8m7f5 135 -7.58804804 galago
T-1 Q0 l3qtkd54 136 -7.58810574 galago
T-1 Q0 2gfi6k94 137 -7.58830339 galago
T-1 Q0 6kistim2 138 -7.58858218 galago
T-1 Q0 c5hajb6k 139 -7.59306371 galago
T-1 Q0 rsz7ch2a 140 -7.59382037 galago
T-1 Q0 tzv2ntev 141 -7.59869216 galago
T-1 Q0 7aox3zx0 142 -7.59975824 galago
T-1 Q0 o7qfugjw 143 -7.60089553 galago
T-1 Q0 fk60pph3 144 -7.60373052 galago
T-1 Q0 ce4qclha 145 -7.60546388 galago
T-1 Q0 umvf2xda 146 -7.60593191 galago
T-1 Q0 jd4ym0u7 147 -7.60784071 galago
T-1 Q0 m4k20i7g 148 -7.60934025 galago
T-1 Q0 q1ote3je 149 -7.60978046 galago
T-1 Q0 8dv8n3ea 150 -7.61061314 galago
T-1 Q0 0r99rtay 151 -7.61151902 galago
T-1 Q0 3t78vm63 152 -7.61323439 galago
T-1 Q0 507tyfu2 153 -7.61864194 galago
T-1 Q0 smq8hoi6 154 -7.61869779 galago
T-1 Q0 wnlo0412 155 -7.62071200 galago
T-1 Q0 xagh68jc 156 -7.62294017 galago
T-1 Q0 wcgmvglq 157 -7.62441092 galago
T-1 Q0 iuzfexig 158 -7.62465434 galago
T-1 Q0 35c6mak0 159 -7.62622072 galago
T-1 Q0 kmbku7r0 160 -7.62666144 galago
T-1 Q0 1n69h3i3 161 -7.63011291 galago
T-1 Q0 8d3dym7g 162 -7.63043357 galago
T-1 Q0 0gt8lb08 163 -7.63622398 galago
T-1 Q0 5h8mtupm 164 -7.63731181 galago
T-1 Q0 e9vwsu7r 165 -7.63777888 galago
T-1 Q0 hapzf0fl 166 -7.64333694 galago
T-1 Q0 06e9lkwl 167 -7.64359481 galago
T-1 Q0 su6vhs49 168 -7.64385804 galago
T-1 Q0 ldoqyqlg 169 -7.64474092 galago
T-1 Q0 f59rdhzt 170 -7.64578603 galago
T-1 Q0 wqpkcikm 171 -7.64824530 galago
T-1 Q0 fn929z9y 172 -7.65012850 galago
T-1 Q0 sdumq61z 173 -7.65059510 galago
T-1 Q0 tpjxt0w5 174 -7.65114683 galago
T-1 Q0 h51zr96k 175 -7.65159189 galago
T-1 Q0 q4tk96tq 176 -7.65344757 galago
T-1 Q0 sasijnks 177 -7.65374064 galago
T-1 Q0 3opbf2cp 178 -7.65403123 galago
T-1 Q0 58czem0j 179 -7.65408497 galago
T-1 Q0 7h828tvv 180 -7.65586614 galago
T-1 Q0 qtj7ai0v 181 -7.65773497 galago
T-1 Q0 9b49796l 182 -7.66106807 galago
T-1 Q0 36jzzy77 183 -7.66153521 galago
T-1 Q0 yga5omv7 184 -7.66409870 galago
T-1 Q0 2wl9h6fz 185 -7.66514791 galago
T-1 Q0 yq8lsc6w 186 -7.66541807 galago
T-1 Q0 m6bwfubs 187 -7.66850399 galago
