 T-1 Q0 zjufx4fo 1 -5.0 galago
 T-1 Q0 ymceytj3 2 -5.005 galago
 T-1 Q0 wzj2glte 3 -5.01 galago
 T-1 Q0 2sfqsfm1 4 -5.015 galago
 T-1 Q0 i0zym7iq 5 -5.02 galago
 T-1 Q0 xqhn0vbp 6 -5.0249999999999995 galago
 T-1 Q0 gi6uaa83 7 -5.029999999999999 galago
 T-1 Q0 0m32ecnu 8 -5.034999999999999 galago
 T-1 Q0 le0ogx1s 9 -5.039999999999999 galago
 T-1 Q0 3oxzzxnd 10 -5.044999999999999 galago
 T-1 Q0 fy4w7xz8 11 -5.049999999999999 galago
 T-1 Q0 0qaoam29 12 -5.054999999999999 galago
 T-1 Q0 qj4dh6rg 13 -5.059999999999999 galago
 T-1 Q0 1wswi7us 14 -5.064999999999999 galago
 T-1 Q0 yy96yeu9 15 -5.0699999999999985 galago
 T-1 Q0 5o38ihe0 16 -5.074999999999998 galago
 T-1 Q0 1ul8owic 17 -5.079999999999998 galago
 T-1 Q0 5s6acr7m 18 -5.084999999999998 galago
 T-1 Q0 6lvn10f4 19 -5.089999999999998 galago
 T-1 Q0 tvxpckxo 20 -5.094999999999998 galago
 T-1 Q0 mcuixluu 21 -5.099999999999998 galago
 T-1 Q0 ri5v6u4x 22 -5.104999999999998 galago
 T-1 Q0 kuybfc1y 23 -5.109999999999998 galago
 T-1 Q0 ng4rrdte 24 -5.1149999999999975 galago
 T-1 Q0 1769ovyk 25 -5.119999999999997 galago
 T-1 Q0 tixxm78q 26 -5.124999999999997 galago
 T-1 Q0 pwsvhitd 27 -5.129999999999997 galago
 T-1 Q0 wt8zfqk0 28 -5.134999999999997 galago
 T-1 Q0 5gsbtfag 29 -5.139999999999997 galago
 T-1 Q0 fpj5urao 30 -5.144999999999997 galago
 T-1 Q0 wutnzzhg 31 -5.149999999999997 galago
 T-1 Q0 lwla5ugt 32 -5.154999999999997 galago
 T-1 Q0 8zwsi4nk 33 -5.159999999999997 galago
 T-1 Q0 t20z4mtt 34 -5.1649999999999965 galago
 T-1 Q0 0gmtnkbh 35 -5.169999999999996 galago
 T-1 Q0 rrhh2alf 36 -5.174999999999996 galago
